species	temperature_min	temperature_max	climate	environment	depth_min	depth_max	metabolism_data	speed_data	gill_area_data
Galaxias maculatus	10.0	22.0	temperate	benthopelagic freshwater marine brackish catadromous	NA	NA	False	True	False
Galaxiella nigrostriata	10.0	30.0	temperate	freshwater demersal	NA	NA	False	False	False
Gambusia affinis	12.0	29.0	subtropical	freshwater benthopelagic brackish potamodromous	NA	NA	True	False	False
Garra orientalis	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Gasterochisma melampus	8.0	15.0	subtropical	pelagic-oceanic oceanodromous marine	200	NA	False	False	False
Gasterosteus aculeatus	4.0	20.0	temperate	benthopelagic freshwater marine brackish anadromous	0	100	True	True	False
Gasterosteus wheatlandi	NA	NA	temperate	benthopelagic marine brackish	NA	NA	False	False	False
Gempylus serpens	NA	NA	NA	pelagic-oceanic oceanodromous marine deep-water	0	600	False	False	False
Genyochromis mento	24.0	28.0	tropical	freshwater benthopelagic	2	25	False	False	False
Genyomyrus donnyi	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Gigantactis vanhoeffeni	NA	NA	NA	bathypelagic marine deep-water	300	5300	False	False	False
Gila conspersa	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Gila robusta	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Gilchristella aestuaria	NA	NA	subtropical	amphidromous freshwater marine brackish pelagic-neritic	NA	NA	True	False	False
Gillichthys mirabilis	NA	NA	subtropical	marine brackish demersal	NA	NA	True	False	False
Gillichthys seta	NA	NA	subtropical	marine demersal	NA	NA	False	False	False
Girella punctata	NA	NA	temperate	reef-associated oceanodromous marine	NA	NA	False	False	False
Glaridoglanis andersonii	NA	NA	NA	freshwater demersal	NA	NA	False	False	False
Glossanodon semifasciatus	NA	NA	temperate	benthopelagic marine	70	430	False	False	False
Glossogobius circumspectus	NA	NA	tropical	freshwater brackish demersal	NA	NA	False	False	False
Glossogobius olivaceus	NA	NA	temperate	amphidromous freshwater marine brackish demersal	NA	NA	False	False	False
Glyptosternon maculatum	NA	NA	NA	freshwater demersal	NA	NA	False	False	False
Glyptothorax fokiensis	NA	NA	subtropical	freshwater benthopelagic brackish	NA	NA	False	False	False
Glyptothorax trilineatus	10.0	20.0	NA	freshwater benthopelagic	NA	NA	False	False	False
Gnathonemus petersii	22.0	28.0	tropical	freshwater demersal	NA	NA	True	False	False
Gnathopogon elongatus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gnathopogon strigatus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gobio gobio	2.0	18.0	temperate	freshwater benthopelagic brackish potamodromous	NA	NA	True	False	False
Gobiobotia brevibarba	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gobiobotia macrocephala	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gobiobotia naktongensis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gobiocypris rarus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gonorynchus abbreviatus	NA	NA	subtropical	marine demersal	50	100	False	False	False
Gonorynchus greyi	NA	NA	subtropical	marine brackish demersal	NA	160	False	False	False
Grammatobothus krempfi	NA	NA	tropical	marine demersal	NA	NA	False	False	False
Grasseichthys gabonensis	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Gudusia chapra	NA	NA	subtropical	pelagic freshwater brackish potamodromous	NA	NA	False	False	False
Gymnarchus niloticus	23.0	28.0	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Gymnocypris dobula	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Gymnocypris eckloni	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gymnocypris namensis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Gymnocypris przewalskii	NA	NA	temperate	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Gymnogobius petschiliensis	NA	NA	temperate	amphidromous freshwater marine brackish demersal	NA	NA	False	False	False
Gymnosarda unicolor	20.0	28.0	tropical	reef-associated oceanodromous marine	10	100	False	False	False
Gymnoscopelus nicholsi	NA	NA	NA	bathypelagic marine deep-water oceanodromous	300	NA	False	False	False
Gymnothorax kidako	NA	NA	tropical	reef-associated marine	2	350	False	False	False
Gymnotus carapo	22.0	28.0	subtropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Gyrinocheilus aymonieri	25.0	28.0	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Gyrinomimus myersi	NA	NA	NA	bathypelagic marine deep-water	1280	2791	False	False	False
Gyrinomimus sp.	NA	NA	polar	benthopelagic marine	0	1400	False	False	False
Halichoeres melanurus	NA	NA	tropical	reef-associated marine	1	NA	False	False	False
Halichoeres tenuispinis	NA	NA	tropical	reef-associated marine	NA	4	False	False	False
Halichoeres trimaculatus	NA	NA	tropical	reef-associated marine	2	30	False	False	False
Halieutaea stellata	NA	NA	tropical	marine demersal	50	400	False	False	False
Hapalogenys analis	NA	NA	tropical	benthopelagic marine	NA	NA	False	False	False
Hapalogenys nigripinnis	NA	NA	temperate	benthopelagic marine brackish	NA	NA	False	False	False
Haplophryne mollis	NA	NA	NA	bathypelagic marine deep-water oceanodromous	NA	2250	False	False	False
Hara jerdoni	18.0	24.0	tropical	freshwater demersal	NA	NA	False	False	False
Harengula jaguana	NA	NA	tropical	reef-associated marine brackish	NA	22	False	False	False
Harpadon microchir	NA	NA	tropical	marine demersal	NA	NA	False	False	False
Harpadon nehereus	NA	NA	tropical	benthopelagic oceanodromous marine brackish	50	NA	False	False	False
Helicolenus avius	NA	NA	NA	bathydemersal marine deep-water	450	600	False	False	False
Helicolenus hilgendorfi	NA	NA	temperate	marine demersal	150	500	False	False	False
Helogenes marmoratus	22.0	26.0	tropical	freshwater demersal	NA	NA	False	False	False
Hemibagrus macropterus	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Hemibarbus barbus	NA	NA	temperate	freshwater benthopelagic potamodromous	5	20	False	False	False
Hemibarbus labeo	NA	NA	temperate	freshwater benthopelagic potamodromous	5	20	False	False	False
Hemibarbus longirostris	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Hemibarbus maculatus	10.0	24.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Hemibarbus mylodon	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Hemibarbus umbrifer	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Hemigrammocypris rasborella	NA	NA	temperate	freshwater benthopelagic brackish	NA	NA	False	False	False
Hemiodopsis gracilis	23.0	27.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Heniochus diphreutes	NA	NA	subtropical	reef-associated marine non-migratory	15	210	False	False	False
Hepsetus odoe	26.0	28.0	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Herwigia kreffti	NA	NA	NA	bathypelagic marine deep-water	1000	3200	False	False	False
Heteroconger hassi	NA	NA	tropical	reef-associated marine non-migratory	7	45	False	False	False
Heteropneustes fossilis	21.0	25.0	tropical	freshwater brackish demersal	NA	NA	True	False	True
Heterotis niloticus	25.0	30.0	tropical	pelagic freshwater	1	NA	False	False	False
Hexagrammos agrammus	NA	NA	temperate	oceanodromous marine demersal	NA	NA	False	False	False
Himantolophus albinares	NA	NA	NA	bathypelagic marine deep-water	845	NA	False	False	False
Himantolophus groenlandicus	NA	NA	NA	bathypelagic marine deep-water	830	NA	False	False	False
Hiodon alosoides	NA	NA	temperate	pelagic freshwater potamodromous	NA	NA	False	False	False
Hiodon tergisus	NA	NA	temperate	pelagic freshwater	NA	NA	False	False	False
Hippocampus comes	NA	NA	tropical	reef-associated marine non-migratory	NA	20	False	False	False
Hippocampus histrix	NA	NA	tropical	reef-associated marine non-migratory	NA	82	False	False	False
Hippocampus kuda	NA	NA	tropical	reef-associated marine brackish non-migratory	0	68	False	False	False
Hippocampus trimaculatus	NA	NA	tropical	reef-associated marine non-migratory	NA	100	False	False	False
Hippoglossus hippoglossus	NA	NA	temperate	oceanodromous marine demersal	50	2000	False	False	False
Hippoglossus stenolepis	NA	NA	temperate	oceanodromous marine demersal	0	1200	False	False	False
Histiopterus typus	NA	NA	NA	reef-associated marine deep-water	40	421	False	False	False
Histrio histrio	NA	NA	subtropical	reef-associated oceanodromous marine	0	50	False	False	False
Homaloptera leonardi	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Homatula variegatus	NA	NA	subtropical	freshwater demersal	NA	NA	False	False	False
Hoplias malabaricus	20.0	26.0	tropical	freshwater benthopelagic potamodromous	NA	NA	True	False	True
Hoplostethus japonicus	NA	NA	NA	bathypelagic marine deep-water	336	605	False	False	False
Hoplunnis punctata	NA	NA	NA	marine demersal deep-water	NA	NA	False	False	False
Horadandia atukorali	24.0	26.0	tropical	pelagic freshwater brackish	NA	NA	False	False	False
Hucho bleekeri	NA	NA	subtropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Hucho taimen	NA	NA	temperate	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Huso huso	10.0	20.0	temperate	anadromous freshwater marine brackish demersal	70	180	False	False	False
Hydrolycus scomberoides	24.0	28.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Hypentelium nigricans	NA	NA	temperate	freshwater demersal potamodromous	NA	NA	False	False	False
Hyperlophus vittatus	NA	NA	temperate	amphidromous marine brackish pelagic-neritic	10	13	False	False	False
Hyperoglyphe japonica	NA	NA	temperate	benthopelagic oceanodromous marine	150	400	False	False	False
Hyperopisus bebe	22.0	24.0	tropical	freshwater brackish potamodromous demersal	NA	NA	False	False	False
Hypoatherina tsurugae	NA	NA	temperate	marine pelagic-neritic	NA	NA	False	False	False
Hypomesus nipponensis	NA	NA	temperate	pelagic anadromous freshwater brackish	NA	NA	False	False	False
Hypophthalmichthys molitrix	6.0	28.0	subtropical	freshwater benthopelagic potamodromous	0	20	False	False	False
Hypophthalmichthys nobilis	4.0	26.0	temperate	freshwater benthopelagic potamodromous	5	NA	False	False	False
Hypoplectrus gemma	NA	NA	tropical	reef-associated marine	NA	NA	False	False	False
Hypoptychus dybowskii	NA	NA	temperate	benthopelagic marine	NA	NA	False	False	False
Hyporhamphus sajori	NA	NA	temperate	amphidromous freshwater marine brackish pelagic-neritic	30	NA	False	False	False
Hyporthodus octofasciatus	NA	NA	NA	bathydemersal marine deep-water	150	300	False	False	False
Hypselecara temporalis	25.0	30.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Icichthys lockingtoni	NA	NA	subtropical	pelagic-oceanic marine	0	900	False	False	False
Icosteus aenigmaticus	NA	NA	NA	bathypelagic marine deep-water	0	1420	False	False	False
Ictalurus punctatus	10.0	32.0	subtropical	freshwater benthopelagic	15	NA	True	False	False
Ictiobus bubalus	NA	32.0	temperate	freshwater demersal	NA	NA	False	False	False
Ijimaia dofleini	NA	NA	NA	bathydemersal marine deep-water	NA	1281	False	False	False
Ilisha africana	NA	NA	tropical	marine brackish pelagic-neritic	0	25	False	False	False
Ilisha elongata	NA	NA	tropical	marine brackish pelagic-neritic	5	NA	False	False	False
Ilyophis brunneus	3.0	5.0	NA	bathypelagic marine deep-water	450	3120	False	False	False
Indostomus paradoxus	24.0	28.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Ischikauia steenackeri	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Isichthys henryi	22.0	24.0	tropical	freshwater demersal	NA	NA	False	False	False
Iso hawaiiensis	NA	NA	tropical	reef-associated marine	0	2	False	False	False
Istiophorus albicans	21.0	28.0	subtropical	pelagic-oceanic oceanodromous marine	0	200	False	False	False
Istiophorus platypterus	NA	NA	subtropical	pelagic-oceanic oceanodromous marine	0	200	False	False	False
Ivindomyrus marchei	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Jenkinsia lamprotaenia	NA	NA	subtropical	reef-associated marine	0	50	False	False	False
Johnius belangerii	NA	NA	tropical	amphidromous marine brackish demersal	NA	40	False	False	False
Johnius grypotus	NA	NA	tropical	benthopelagic marine	NA	NA	False	False	False
Jordanella floridae	18.0	22.0	subtropical	freshwater benthopelagic brackish non-migratory	NA	NA	False	False	False
Kali indica	NA	NA	NA	bathypelagic marine deep-water	1000	3300	False	False	False
Kareius bicoloratus	NA	NA	temperate	oceanodromous freshwater marine brackish demersal	NA	150	False	False	False
Katsuwonus pelamis	15.0	30.0	tropical	pelagic-oceanic oceanodromous marine	0	260	True	True	True
Kaupichthys hyoproroides	NA	NA	subtropical	reef-associated marine	1	95	False	False	False
Kentrocapros aculeatus	NA	NA	temperate	benthopelagic marine	100	200	False	False	False
Konosirus punctatus	NA	NA	subtropical	oceanodromous marine brackish pelagic-neritic	NA	NA	False	False	False
Koreocobitis naktongensis	NA	NA	subtropical	freshwater demersal	NA	NA	False	False	False
Koreocobitis rotundicaudata	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Krefftichthys anderssoni	NA	NA	NA	bathypelagic marine deep-water oceanodromous	NA	2700	False	False	False
Kuhlia mugil	NA	NA	tropical	reef-associated marine brackish	3	18	False	False	False
Kurtus gulliveri	20.0	28.0	tropical	freshwater benthopelagic brackish	NA	NA	False	False	False
Kyphosus cinerascens	NA	NA	tropical	reef-associated marine	1	45	False	False	False
Labeo bata	NA	NA	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Labeo batesii	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Labeo calbasu	NA	NA	tropical	freshwater brackish potamodromous demersal	10	10	True	False	False
Labeo rohita	NA	NA	tropical	freshwater benthopelagic brackish potamodromous	5	NA	True	False	True
Labeo senegalensis	22.0	26.0	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Labichthys carinatus	NA	NA	NA	bathypelagic marine deep-water	0	2000	False	False	False
Labracinus cyclophthalmus	22.0	26.0	tropical	reef-associated marine	2	20	False	False	False
Labracoglossa argentiventris	NA	NA	temperate	reef-associated marine	NA	NA	False	False	False
Lactoria diaphana	NA	NA	subtropical	reef-associated marine brackish	8	50	False	False	False
Lagocephalus laevigatus	NA	NA	subtropical	marine brackish pelagic-neritic	10	180	False	False	False
Lagocephalus lagocephalus	NA	NA	subtropical	benthopelagic oceanodromous marine	10	476	False	False	False
Lagocephalus lunaris	NA	NA	tropical	oceanodromous marine brackish demersal	NA	NA	False	False	False
Lagocephalus sceleratus	NA	NA	tropical	reef-associated marine	18	100	False	False	False
Lagocephalus wheeleri	NA	NA	temperate	marine demersal	NA	NA	False	False	False
Lampadena atlantica	NA	NA	NA	bathypelagic marine deep-water oceanodromous	60	1000	False	False	False
Lampadena yaquinae	NA	NA	NA	bathypelagic marine deep-water	100	900	False	False	False
Lampanyctus crocodilus	NA	NA	NA	bathypelagic marine deep-water oceanodromous	0	1192	False	False	False
Lampanyctus macdonaldi	NA	NA	NA	bathypelagic marine deep-water oceanodromous	60	1464	False	False	False
Lampris guttatus	NA	NA	NA	bathypelagic marine deep-water oceanodromous	100	500	False	False	False
Lamprogrammus niger	NA	NA	NA	bathypelagic marine deep-water	741	2000	False	False	False
Larimichthys crocea	NA	NA	temperate	benthopelagic oceanodromous marine brackish	10	NA	False	False	False
Larimichthys polyactis	NA	NA	subtropical	benthopelagic oceanodromous marine	NA	120	False	False	False
Lateolabrax japonicus	NA	NA	subtropical	catadromous reef-associated freshwater marine brackish	5	NA	False	False	False
Lates calcarifer	15.0	28.0	tropical	catadromous freshwater marine brackish demersal	10	40	False	False	False
Lebiasina astrigata	22.0	26.0	tropical	freshwater demersal	NA	NA	False	False	False
Lefua echigonia	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Leiocassis crassilabris	15.0	25.0	subtropical	freshwater demersal	NA	NA	False	False	False
Leiocassis longirostris	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Lepidocybium flavobrunneum	NA	NA	NA	benthopelagic oceanodromous marine deep-water	200	1100	False	False	False
Lepisosteus oculatus	12.0	20.0	temperate	freshwater brackish demersal	NA	NA	False	False	False
Lepisosteus osseus	12.0	20.0	temperate	freshwater brackish demersal	0	NA	False	False	False
Lepomis cyanellus	18.0	32.0	subtropical	freshwater benthopelagic	NA	NA	True	False	False
Lepomis macrochirus	1.0	36.0	subtropical	freshwater benthopelagic	NA	NA	True	False	False
Leporinus affinis	23.0	27.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Leptobarbus hoevenii	23.0	26.0	tropical	pelagic freshwater potamodromous	3	NA	False	False	False
Leptobotia elongata	22.0	28.0	subtropical	freshwater demersal	NA	NA	False	False	False
Leptobotia mantschurica	16.0	20.0	temperate	freshwater demersal non-migratory	NA	NA	False	False	False
Leptochilichthys agassizii	NA	NA	NA	bathypelagic marine deep-water	2000	3100	False	False	False
Leptoderma lubricum	NA	NA	NA	bathypelagic marine deep-water	0	1700	False	False	False
Leptoderma macrophthalmum	NA	NA	NA	bathydemersal marine deep-water	2063	2107	False	False	False
Leptoderma retropinna	NA	NA	NA	bathypelagic marine deep-water	600	1100	False	False	False
Lethrinus obsoletus	NA	NA	tropical	reef-associated marine non-migratory	NA	30	False	False	False
Leucaspius delineatus	2.0	32.0	temperate	pelagic freshwater brackish potamodromous	0	1	True	True	False
Leuciscus waleckii	10.0	20.0	temperate	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Linophryne bicornis	NA	NA	NA	bathypelagic marine deep-water	NA	NA	False	False	False
Liobagrus anguillicauda	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Liobagrus kingi	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Liobagrus marginatoides	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Liobagrus nigricauda	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Liobagrus obesus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Liobagrus reinii	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Lipolagus ochotensis	NA	NA	NA	bathypelagic marine deep-water	0	6100	True	False	False
Liza affinis	NA	NA	subtropical	marine brackish pelagic-neritic	NA	NA	False	False	False
Lobianchia gemellarii	NA	NA	NA	bathypelagic marine deep-water oceanodromous	25	800	False	False	False
Lophiodes caulinaris	NA	NA	NA	marine demersal deep-water	15	311	False	False	False
Lophiogobius ocellicauda	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Lophiomus setigerus	NA	NA	tropical	marine demersal	30	800	False	False	False
Lophius americanus	NA	NA	temperate	oceanodromous marine demersal	0	668	False	False	False
Lota lota	4.0	18.0	temperate	freshwater brackish potamodromous demersal	1	700	True	False	True
Luciobarbus capito	NA	NA	temperate	freshwater benthopelagic brackish	NA	NA	False	False	False
Luciogobius platycephalus	NA	NA	temperate	marine demersal	NA	NA	False	False	False
Luciosoma bleekeri	NA	NA	tropical	pelagic freshwater	NA	NA	False	False	False
Luciosoma setigerum	NA	NA	tropical	pelagic freshwater	NA	NA	False	False	False
Lutjanus argentimaculatus	16.0	30.0	subtropical	reef-associated freshwater marine brackish oceanodromous	10	120	False	False	False
Lutjanus bengalensis	NA	NA	tropical	reef-associated marine	10	30	False	False	False
Lutjanus erythropterus	NA	NA	tropical	reef-associated marine	5	100	False	False	False
Lutjanus kasmira	20.0	28.0	tropical	reef-associated marine	3	265	False	False	False
Lutjanus malabaricus	NA	NA	tropical	reef-associated marine	12	100	False	False	False
Lutjanus rivulatus	NA	NA	tropical	reef-associated marine	50	100	False	False	False
Lutjanus russellii	NA	NA	tropical	reef-associated marine brackish	10	80	False	False	False
Lutjanus sebae	NA	NA	tropical	reef-associated marine brackish	5	180	False	False	False
Luvarus imperialis	NA	NA	subtropical	pelagic-oceanic oceanodromous marine	0	200	False	False	False
Lycengraulis grossidens	NA	NA	subtropical	anadromous freshwater marine brackish pelagic-neritic	NA	40	False	False	False
Lycodes toyamensis	NA	NA	temperate	marine demersal	NA	NA	False	False	False
Lycothrissa crocodilus	NA	NA	tropical	pelagic freshwater brackish potamodromous	NA	NA	False	False	False
Macrochirichthys macrochirus	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Macroramphosus scolopax	NA	NA	subtropical	marine demersal	25	600	False	False	False
Macrorhamphosodes uradoi	NA	NA	tropical	marine demersal	50	675	False	False	False
Makaira indica	15.0	30.0	subtropical	pelagic-oceanic oceanodromous marine	0	915	False	True	False
Makaira mazara	21.0	NA	subtropical	pelagic-oceanic oceanodromous marine	0	200	False	False	False
Malapterurus electricus	23.0	30.0	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Mallotus villosus	NA	NA	polar	pelagic-oceanic freshwater marine brackish anadromous	0	725	False	False	False
Malthopsis jordani	NA	NA	NA	bathydemersal marine deep-water	185	520	False	False	False
Marcusenius senegalensis	NA	NA	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Marilyna darwinii	NA	NA	tropical	marine brackish demersal	NA	NA	False	False	False
Mastacembelus favus	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Masturus lanceolatus	NA	NA	NA	bathypelagic marine brackish deep-water	NA	670	False	False	False
Maulisia mauli	NA	NA	NA	bathypelagic marine deep-water	400	1200	False	False	False
Megalobrama amblycephala	10.0	20.0	temperate	freshwater benthopelagic	5	20	False	False	False
Megalobrama terminalis	10.0	24.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Megalops atlanticus	NA	NA	subtropical	amphidromous reef-associated freshwater marine brackish	0	30	False	False	False
Megalops cyprinoides	22.0	24.0	tropical	amphidromous benthopelagic freshwater marine brackish	50	NA	False	False	False
Melanocetus johnsoni	NA	NA	NA	bathypelagic marine deep-water	100	4500	True	False	False
Melanocetus murrayi	NA	NA	NA	bathypelagic marine deep-water	100	6370	False	False	False
Melanogrammus aeglefinus	NA	NA	temperate	oceanodromous marine demersal	10	450	True	True	False
Melanotaenia lacustris	20.0	24.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Melichthys vidua	NA	NA	tropical	reef-associated marine	4	60	False	False	False
Mene maculata	NA	NA	tropical	reef-associated marine brackish	50	200	False	False	False
Menidia menidia	1.0	33.0	temperate	oceanodromous marine brackish pelagic-neritic	0	3	False	False	False
Merlangius merlangus	NA	NA	temperate	benthopelagic oceanodromous marine	10	200	False	True	True
Merluccius merluccius	NA	NA	temperate	marine demersal	30	1075	False	True	False
Mesocottus haitej	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Metzia formosae	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Meuschenia hippocrepis	NA	NA	temperate	marine demersal	NA	120	False	False	False
Microcanthus strigatus	NA	NA	tropical	reef-associated oceanodromous marine brackish	1	140	False	False	False
Microdevario nana	NA	NA	tropical	freshwater benthopelagic brackish	NA	NA	False	False	False
Micromesistius poutassou	NA	NA	temperate	bathypelagic marine oceanodromous	150	3000	False	False	False
Micropercops swinhonis	18.0	22.0	subtropical	freshwater demersal	NA	NA	False	False	False
Microphis brachyurus	NA	NA	tropical	anadromous freshwater marine brackish demersal	NA	NA	False	False	False
Microphysogobio alticorpus	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Microphysogobio brevirostris	NA	NA	subtropical	freshwater benthopelagic	1	5	False	False	False
Microphysogobio koreensis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Microphysogobio longidorsalis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Micropterus dolomieu	10.0	30.0	temperate	freshwater benthopelagic	NA	NA	False	False	True
Micropterus floridanus	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Micropterus salmoides	10.0	32.0	subtropical	freshwater benthopelagic	NA	7	True	True	False
Microrasbora erythromicron	21.0	25.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Microthrissa congica	NA	NA	tropical	pelagic freshwater	NA	NA	False	False	False
Microthrissa royauxi	NA	NA	tropical	pelagic freshwater	NA	NA	False	False	False
Miichthys miiuy	NA	NA	temperate	oceanodromous marine brackish demersal	15	100	False	False	False
Minytrema melanops	NA	NA	subtropical	freshwater demersal	NA	NA	False	False	False
Misgurnus anguillicaudatus	5.0	25.0	subtropical	freshwater demersal	5	NA	False	False	False
Misgurnus nikolskyi	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Mola mola	12.0	25.0	subtropical	pelagic-oceanic oceanodromous marine	30	480	False	False	True
Monacanthus chinensis	NA	NA	tropical	reef-associated marine	3	12	False	False	False
Monocentris japonicus	NA	NA	tropical	reef-associated marine	10	200	False	False	False
Monodactylus argenteus	24.0	28.0	tropical	freshwater marine brackish pelagic-neritic	NA	NA	False	False	False
Monognathus jesperseni	NA	NA	NA	bathypelagic marine deep-water	NA	3000	False	False	False
Monopterus albus	25.0	28.0	tropical	freshwater brackish potamodromous demersal	3	NA	False	False	False
Monotrete cochinchinensis	24.0	28.0	tropical	freshwater demersal	NA	NA	False	False	False
Moolgarda cunnesius	NA	NA	tropical	catadromous freshwater marine brackish demersal	NA	NA	False	False	False
Moringua edwardsi	NA	NA	subtropical	reef-associated marine brackish	NA	NA	False	False	False
Moringua microchir	NA	NA	tropical	reef-associated marine brackish	3	20	False	False	False
Mormyrops anguilloides	22.0	24.0	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Mormyrus rume	NA	NA	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Morone saxatilis	8.0	25.0	temperate	anadromous freshwater marine brackish demersal	30	NA	True	True	True
Moxostoma congestum	NA	NA	subtropical	freshwater demersal	NA	NA	False	False	False
Moxostoma poecilurum	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Mugil cephalus	8.0	24.0	subtropical	benthopelagic freshwater marine brackish catadromous	0	120	True	True	True
Mugil curema	NA	NA	subtropical	catadromous reef-associated freshwater marine brackish	15	NA	True	False	False
Muraenesox bagio	NA	NA	tropical	oceanodromous marine brackish demersal	NA	100	False	False	False
Myctophum affine	NA	NA	NA	bathypelagic marine brackish deep-water oceanodromous	0	600	False	False	False
Myctophum asperum	NA	NA	NA	bathypelagic marine deep-water oceanodromous	0	750	False	False	False
Myctophum nitidulum	NA	NA	NA	bathypelagic marine deep-water oceanodromous	0	1000	False	False	False
Myctophum orientale	NA	NA	NA	bathypelagic marine deep-water	NA	NA	False	False	False
Myctophum punctatum	NA	NA	NA	bathypelagic marine deep-water oceanodromous	0	1000	False	False	False
Mylocheilus caurinus	NA	NA	temperate	freshwater brackish demersal	NA	NA	False	False	False
Mylopharyngodon piceus	NA	40.0	subtropical	freshwater demersal potamodromous	5	30	False	True	False
Myomyrus macrops	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Myrichthys maculosus	NA	NA	tropical	reef-associated marine	0	262	False	False	False
Myripristis berndti	NA	NA	tropical	reef-associated marine	1	50	False	False	False
Myroconger compressus	NA	NA	tropical	marine demersal	NA	NA	False	False	False
Myxocyprinus asiaticus	15.0	28.0	subtropical	freshwater demersal potamodromous	NA	NA	False	False	False
Myxus capensis	NA	NA	subtropical	catadromous freshwater marine brackish demersal	NA	NA	False	False	False
Nannobrachium ritteri	NA	NA	NA	bathypelagic marine deep-water	20	1095	True	False	False
Nannoperca australis	10.0	30.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Nannoperca obscura	10.0	30.0	temperate	freshwater benthopelagic brackish	NA	NA	False	False	False
Nansenia ardesiaca	NA	NA	NA	bathydemersal marine deep-water	260	553	False	False	False
Narcetes erimelas	NA	NA	NA	bathypelagic marine deep-water	1300	2600	False	False	False
Narcetes stomias	NA	NA	NA	bathypelagic marine deep-water	1500	2300	False	False	False
Naso lopezi	NA	NA	tropical	reef-associated marine	6	20	False	False	False
